Cle,PartOrganizationID,PartInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
512022,1918,Siemens Canada Limited,Ontario,Ontario,CANADA,CANADA,2012
512022,30727,Horizon Utilities Corporation,Ontario,Ontario,CANADA,CANADA,2012
512022,26633,Hydro One Networks Inc,Ontario,Ontario,CANADA,CANADA,2012
498759,16131,Cytec Canada Inc.,Ontario,Ontario,CANADA,CANADA,2012
504745,15286,Bombardier Aerospace,QuÈbec,QuÈbec,CANADA,CANADA,2012
516667,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
499236,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,37,University of Windsor,Ontario,Ontario,CANADA,CANADA,2012
504745,29908,Promation Engineering Ltd,Ontario,Ontario,CANADA,CANADA,2012
504745,29417,Memex Automation Inc.,Ontario,Ontario,CANADA,CANADA,2012
504745,29458,Origin International Inc.,Ontario,Ontario,CANADA,CANADA,2012
504745,64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504745,9424,Sensor Technology Ltd,Ontario,Ontario,CANADA,CANADA,2012
511267,24631,9036-4167 QuÈbec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,29907,ASCO Aerospace Canada Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504745,11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
504745,27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504745,2396,Canada Centre for Mineral and Energy Technology,Alberta,Alberta,CANADA,CANADA,2012
504745,10570,Automation Tooling Systems Inc.,Ontario,Ontario,CANADA,CANADA,2012
504745,6021,National Research Council of Canada,Ontario,Ontario,CANADA,CANADA,2012
511251,33631,Centra Industries Inc.,Ontario,Ontario,CANADA,CANADA,2012
511479,35684,YOMM Beverages Inc.,Manitoba,Manitoba,CANADA,CANADA,2012
498430,2402,IBM Canada Ltd,Ontario,Ontario,CANADA,CANADA,2012
498447,28625,Hatch Ltd.,Ontario,Ontario,CANADA,CANADA,2012
515407,6603,Martec Limited,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
515407,30487,"Fauske & Associates, LLC",Illinois,Illinois,UNITED STATES,…TATS-UNIS,2012
515407,23756,Professional Loss Control,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
498819,23230,"MinistËre du DÈveloppement durable, de l'Environnement et des Parcs",QuÈbec,QuÈbec,CANADA,CANADA,2012
498819,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2012
499091,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2012
498272,22045,Agri-Futures Nova Scotia,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
498272,23206,Canadian Poultry Research Council,Ontario,Ontario,CANADA,CANADA,2012
498968,6396,Kraft Canada Inc.,Ontario,Ontario,CANADA,CANADA,2012
498968,10435,Dairy Farmers of Ontario,Ontario,Ontario,CANADA,CANADA,2012
498522,19731,Altera Toronto Technology Center,Ontario,Ontario,CANADA,CANADA,2012
510911,35792,Germiphene Corporation,Ontario,Ontario,CANADA,CANADA,2012
510978,34460,Tiercel Technology Corp,Ontario,Ontario,CANADA,CANADA,2012
499330,25418,Regional Municipality of Durham,Ontario,Ontario,CANADA,CANADA,2012
499330,25500,Peterborough Utilities Services Inc.,Ontario,Ontario,CANADA,CANADA,2012
499330,33495,City of Barrie,Ontario,Ontario,CANADA,CANADA,2012
499330,27061,Lake Huron and Elgin Area Water Supply Systems,Ontario,Ontario,CANADA,CANADA,2012
499330,29451,Regional Municipality of York,Ontario,Ontario,CANADA,CANADA,2012
499330,27894,Region of Peel,Ontario,Ontario,CANADA,CANADA,2012
499330,25499,The Regional Municipality of Halton,Ontario,Ontario,CANADA,CANADA,2012
499330,30638,GE Water & Process Technologies,Ontario,Ontario,CANADA,CANADA,2012
499330,10352,City of Toronto,Ontario,Ontario,CANADA,CANADA,2012
510850,37547,PathCore Inc.,Ontario,Ontario,CANADA,CANADA,2012
510893,35799,SideStix Ventures Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498406,2559,General Motors of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2012
498406,2559,General Motors of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2012
511106,36784,ANAI Global Technologies,Ontario,Ontario,CANADA,CANADA,2012
498293,4148,CAMECO Corp,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
511437,32139,Ground Source Solutions Geothermal Ltd.,Alberta,Alberta,CANADA,CANADA,2012
511502,36647,766304 Ontario Inc.,Ontario,Ontario,CANADA,CANADA,2012
498633,22503,NeuroRx Research,QuÈbec,QuÈbec,CANADA,CANADA,2012
510737,5250,JDS Uniphase Canada Ltd.,Ontario,Ontario,CANADA,CANADA,2012
498814,29331,OSEMI Canada Inc,QuÈbec,QuÈbec,CANADA,CANADA,2012
510889,6749,Optech Inc.,Ontario,Ontario,CANADA,CANADA,2012
498924,5100,J.D. Irving Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
498416,31620,Goldak Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2012
510877,36491,GlitchSoft Corporation,Ontario,Ontario,CANADA,CANADA,2012
511309,35626,Sable Industries Inc.,Ontario,Ontario,CANADA,CANADA,2012
510587,29304,C-Therm Technologies Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
511083,23096,Analog Devices (Canada) Ltd.,Ontario,Ontario,CANADA,CANADA,2012
498344,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2012
511292,18480,Aurel Systems Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498344,34291,CEZinc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
511998,27804,Xstrata Process Support,Ontario,Ontario,CANADA,CANADA,2012
498681,17220,Teck Cominco Limited,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498681,29241,Vale Inco Technical Services Limited,Ontario,Ontario,CANADA,CANADA,2012
511998,6568,SNC - Lavalin Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,6278,Domtar Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,33118,Eacom Timber Corporation,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,6482,Tembec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,29112,AECOM,Ontario,Ontario,CANADA,CANADA,2012
499324,6033,Bombardier Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
499324,2954,Bell Helicopter Textron Canada,QuÈbec,QuÈbec,CANADA,CANADA,2012
499324,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
516441,15286,Bombardier Aerospace,QuÈbec,QuÈbec,CANADA,CANADA,2012
516441,6011,3M Canada Company,Ontario,Ontario,CANADA,CANADA,2012
504754,30593,Canadian Solar Solutions Inc.,Ontario,Ontario,CANADA,CANADA,2012
504754,27628,Unicel Architectural Corp,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,17482,TRCA,Ontario,Ontario,CANADA,CANADA,2012
504754,24973,Thermal Electronics Corp.,Ontario,Ontario,CANADA,CANADA,2012
504754,27749,Regulvar,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,27515,Martin Roy et AssociÈs,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,2513,Canada Mortgage and Housing Corporation,Ontario,Ontario,CANADA,CANADA,2012
504754,17722,Pageau Morel & associÈs Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,14648,Arise Technologies Corporation,Ontario,Ontario,CANADA,CANADA,2012
504754,10836,Halsall Associates Limited,Ontario,Ontario,CANADA,CANADA,2012
504754,9929,SaskEnergy Inc.,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504754,6351,Saskatchewan Research Council,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504754,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2012
504754,29551,Pivotry Consulting Group Inc.,Ontario,Ontario,CANADA,CANADA,2012
504754,22172,Canlyte Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,17015,City of Saskatoon,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504754,31712,Kott Group,Ontario,Ontario,CANADA,CANADA,2012
504754,4225,Gaz MÈtropolitain Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,17128,Venmar CES Inc.,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504754,31920,Alouette Homes,QuÈbec,QuÈbec,CANADA,CANADA,2012
498916,13117,Ontario Power Generation Inc.,Ontario,Ontario,CANADA,CANADA,2012
499302,2225,HÙpital Sainte-Justine,QuÈbec,QuÈbec,CANADA,CANADA,2012
499302,6609,Medtronic of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2012
510733,35075,V2R Biomedical,QuÈbec,QuÈbec,CANADA,CANADA,2012
511049,6543,Trojan Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2012
510914,33574,Entos Pharmaceuticals Inc.,Ontario,Ontario,CANADA,CANADA,2012
510718,2954,Bell Helicopter Textron Canada,QuÈbec,QuÈbec,CANADA,CANADA,2012
498537,4664,Western Grains Research Foundation,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
498654,4148,CAMECO Corp,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
515405,7375,EXFO Electro-Optical Engineering,QuÈbec,QuÈbec,CANADA,CANADA,2012
515405,6210,Industry Canada,Ontario,Ontario,CANADA,CANADA,2012
499077,2373,Dalsa Corporation,Ontario,Ontario,CANADA,CANADA,2012
499082,16040,Schlumberger Canada Limited,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
499082,30749,Alberta Innovates - Energy & Env Solutions,Alberta,Alberta,CANADA,CANADA,2012
499082,11008,Sherritt International Corporation,Ontario,Ontario,CANADA,CANADA,2012
499082,4181,Suncor Energy Inc.,Alberta,Alberta,CANADA,CANADA,2012
499082,16449,Canadian Natural Resources Limited,Alberta,Alberta,CANADA,CANADA,2012
499082,31505,Apex Engineering Inc.,Alberta,Alberta,CANADA,CANADA,2012
499082,31504,Petrobank Energy and Resources Ltd,Alberta,Alberta,CANADA,CANADA,2012
511431,34515,The Software Guy Brokers Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498947,32789,SideBuy Technologies Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
511162,37516,DBA Nightbat Entertainment,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
499128,27991,CrossChasm Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2012
511346,35724,Mercedes-Benz Canada,Ontario,Ontario,CANADA,CANADA,2012
498505,21688,Alpha Technologies Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
499121,30385,Future Vehicle Technologies Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
499128,2895,Saputo Division Boulangerie,QuÈbec,QuÈbec,CANADA,CANADA,2012
499128,31842,Cool-It Hi Way Services Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
511364,37410,Terrella Energy Systems Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498367,25108,Total E&P Canada Ltd.,Alberta,Alberta,CANADA,CANADA,2012
498367,6323,Imperial Oil Resources Ltd,Alberta,Alberta,CANADA,CANADA,2012
498367,4181,Suncor Energy Inc.,Alberta,Alberta,CANADA,CANADA,2012
498367,16449,Canadian Natural Resources Limited,Alberta,Alberta,CANADA,CANADA,2012
498367,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2012
498367,6818,Shell Canada Ltd,Alberta,Alberta,CANADA,CANADA,2012
498520,27656,Centre de recherche en sciences animales de Deschambault,QuÈbec,QuÈbec,CANADA,CANADA,2012
498520,30482,Couvoir Scott Ltee,QuÈbec,QuÈbec,CANADA,CANADA,2012
498520,30784,Conseil pour le dÈv. de l'agri. du QC.,QuÈbec,QuÈbec,CANADA,CANADA,2012
498520,6559,Lallemand Inc.,Ontario,Ontario,CANADA,CANADA,2012
498520,31615,Incobec,QuÈbec,QuÈbec,CANADA,CANADA,2012
511124,32369,Enviroshake Inc.,Ontario,Ontario,CANADA,CANADA,2012
511359,31374,Smart Screen Technologies,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
510545,26455,Picomole Instruments Inc.,Alberta,Alberta,CANADA,CANADA,2012
498935,14330,Cistel Technology Inc.,Ontario,Ontario,CANADA,CANADA,2012
499038,24682,Green Imaging Technologies,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
498960,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2012
511029,11969,O/E Land Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
511186,31966,Terahertz Technology Solutions,Ontario,Ontario,CANADA,CANADA,2012
498741,4560,Tricon Concrete Finishing Co Ltd,Ontario,Ontario,CANADA,CANADA,2012
498888,33512,Gracom,Alberta,Alberta,CANADA,CANADA,2012
510858,11969,O/E Land Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
510849,26466,QPS Photronics Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
515503,27518,Vale Inco,Ontario,Ontario,CANADA,CANADA,2012
515503,25441,Xstrata Nickel,Ontario,Ontario,CANADA,CANADA,2012
511071,28617,Evraz Inc. NA,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
499331,4069,Ville de Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
499331,5091,Ville de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
499331,2486,John Meunier Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
499351,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2012
498988,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2012
498988,27057,"MacDonald, Dettwiler and Associates Inc.",Ontario,Ontario,CANADA,CANADA,2012
510640,35819,Cascades Papier Kingsey Falls,QuÈbec,QuÈbec,CANADA,CANADA,2012
510567,11802,WS Langley Concrete & Technology Inc.,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
510752,15376,SystËmes EnviroBio inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
510712,34353,MD Physician Services Inc.,Ontario,Ontario,CANADA,CANADA,2012
498691,32516,3CE,QuÈbec,QuÈbec,CANADA,CANADA,2012
510838,9647,Vetech Laboratories Inc.,Ontario,Ontario,CANADA,CANADA,2012
498263,6288,E.I. du Pont Canada Company,Ontario,Ontario,CANADA,CANADA,2012
503890,14465,University Health Network,Ontario,Ontario,CANADA,CANADA,2012
503890,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2012
510648,25642,Dassault SystËmes Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
510743,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
515422,29202,Stanton Farms,Ontario,Ontario,CANADA,CANADA,2012
511496,17639,Ultrasonix Medical Corporation,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
499211,5203,SociÈtÈ de protection des forÍts contre les insectes et les maladies,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,22019,Quebec Forest Industry Council,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,8970,Corner Brook Pulp and Paper Ltd,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2012
499211,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2012
498898,33649,The Crossing Company Incorporated,Alberta,Alberta,CANADA,CANADA,2012
510817,37556,Ocean Nutrasciences,QuÈbec,QuÈbec,CANADA,CANADA,2012
498908,6011,3M Canada Company,Ontario,Ontario,CANADA,CANADA,2012
498908,15286,Bombardier Aerospace,QuÈbec,QuÈbec,CANADA,CANADA,2012
498908,22959,Consortium for Research and Innovation in Aerospace in Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2012
511008,16120,Hydrogenics Corporation,Ontario,Ontario,CANADA,CANADA,2012
498682,27717,Automotive Fuel Cell Cooperation,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498490,30171,Total,,,FRANCE,FRANCE,2012
498490,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2012
498562,13171,OmegaChem Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2012
498562,14354,AstraZeneca (Canada),Ontario,Ontario,CANADA,CANADA,2012
510995,33284,SCP Science,QuÈbec,QuÈbec,CANADA,CANADA,2012
499235,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2012
498544,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2012
498544,30176,Minerals and Metals Group,Ontario,Ontario,CANADA,CANADA,2012
498544,11079,COGEMA Resources Inc.,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
