Cle,PartOrganizationID,PartInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
483379,17073,Quantiam Technologies Inc.,Alberta,Alberta,CANADA,CANADA,2011
483379,28328,BioNex Energy Corp.,Alberta,Alberta,CANADA,CANADA,2011
483379,28330,Biofuel Canada Ltd,Alberta,Alberta,CANADA,CANADA,2011
483379,28329,SFN Biosystems Inc.,Alberta,Alberta,CANADA,CANADA,2011
483379,26472,Biopeak Corporation,Ontario,Ontario,CANADA,CANADA,2011
491164,31976,Farmer Johns Herbs,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2011
484867,17639,Ultrasonix Medical Corporation,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
476757,16618,Insituform Technologies Ltd.,Alberta,Alberta,CANADA,CANADA,2011
476757,10487,Waiward Steel Fabricators Ltd,Alberta,Alberta,CANADA,CANADA,2011
476757,8998,North American Construction Group Inc.,Alberta,Alberta,CANADA,CANADA,2011
476757,30195,Ledcor Group of Companies,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
476757,9455,Standard General Construction,Alberta,Alberta,CANADA,CANADA,2011
476757,31206,PME Inc.,Alberta,Alberta,CANADA,CANADA,2011
476757,24734,Flint Energy Services Ltd.,Alberta,Alberta,CANADA,CANADA,2011
476757,30282,JV Driver Projects Ltd,Alberta,Alberta,CANADA,CANADA,2011
476757,9007,Alberco Construction Ltd,Alberta,Alberta,CANADA,CANADA,2011
476757,13133,PCL Constructors Canada  Inc.,Alberta,Alberta,CANADA,CANADA,2011
476757,16612,Kellogg Brown & Root,Alberta,Alberta,CANADA,CANADA,2011
476757,16879,Graham Industrial Services Ltd.,Alberta,Alberta,CANADA,CANADA,2011
476757,2600,City of Edmonton,Alberta,Alberta,CANADA,CANADA,2011
476757,2600,City of Edmonton,Alberta,Alberta,CANADA,CANADA,2011
476757,9000,Finning (Canada) Ltd.,Alberta,Alberta,CANADA,CANADA,2011
476757,31841,E Construction Ltd.,Alberta,Alberta,CANADA,CANADA,2011
494839,32494,InBay Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2011
496303,21738,Ultra Electronics Maritime Systems,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2011
496101,33109,Solink Corporation,Ontario,Ontario,CANADA,CANADA,2011
483426,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2011
495244,3770,Raytheon Canada  Ltd,Ontario,Ontario,CANADA,CANADA,2011
495244,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2011
495291,23181,New Brunswick Soil and Crop Improvement Association,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
496486,33515,Youtext Mobile Technologies Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
483330,9855,Fekete Associates Inc.,Alberta,Alberta,CANADA,CANADA,2011
483330,16103,Alberta Energy Research Institute,Alberta,Alberta,CANADA,CANADA,2011
483330,11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2011
483330,17033,ConocoPhillips Canada Resources Corp.,Alberta,Alberta,CANADA,CANADA,2011
483330,30749,Alberta Innovates - Energy & Env Solutions,Alberta,Alberta,CANADA,CANADA,2011
496210,33205,Rackam Design,QuÈbec,QuÈbec,CANADA,CANADA,2011
495173,31116,Kinova,QuÈbec,QuÈbec,CANADA,CANADA,2011
487677,23062,Excel Pac,QuÈbec,QuÈbec,CANADA,CANADA,2011
487677,32705,Prolamina Corporation,QuÈbec,QuÈbec,CANADA,CANADA,2011
487830,29917,Lavergne Group,QuÈbec,QuÈbec,CANADA,CANADA,2011
487677,2895,Saputo Division Boulangerie,QuÈbec,QuÈbec,CANADA,CANADA,2011
487396,26740,New World Laboratories Inc,QuÈbec,QuÈbec,CANADA,CANADA,2011
485061,22914,UNIVALOR,QuÈbec,QuÈbec,CANADA,CANADA,2011
496451,9460,Barrick Gold Corporation,Ontario,Ontario,CANADA,CANADA,2011
496183,4363,Kruger Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
494965,30950,OK Builders Supplies Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
491448,31077,Bourcet Engineering,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
495499,32819,Terratech Canada,Alberta,Alberta,CANADA,CANADA,2011
483936,25100,Alcoa Canada ltÈe,QuÈbec,QuÈbec,CANADA,CANADA,2011
491519,3475,Institut National d'Optique,QuÈbec,QuÈbec,CANADA,CANADA,2011
491519,23050,LxSix Photonics,QuÈbec,QuÈbec,CANADA,CANADA,2011
484979,23050,LxSix Photonics,QuÈbec,QuÈbec,CANADA,CANADA,2011
491387,25306,Spartan Bioscience Inc.,Ontario,Ontario,CANADA,CANADA,2011
491519,25306,Spartan Bioscience Inc.,Ontario,Ontario,CANADA,CANADA,2011
484979,33437,Weatherford Canada Ltd,QuÈbec,QuÈbec,CANADA,CANADA,2011
496104,9460,Barrick Gold Corporation,Ontario,Ontario,CANADA,CANADA,2011
485027,4405,Hudson Bay Mining & Smelting Co Ltd,Manitoba,Manitoba,CANADA,CANADA,2011
485027,5109,Canadian Electrolytic Zinc,QuÈbec,QuÈbec,CANADA,CANADA,2011
484124,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
484626,16600,Teck Cominco Metals Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
496193,33264,Specialty Polymer Coatings Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
485027,18480,Aurel Systems Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
490716,27623,Atlantic Industries Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
491717,27623,Atlantic Industries Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
484124,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2011
485610,29112,AECOM,Ontario,Ontario,CANADA,CANADA,2011
495245,31835,Canada Green Building Council Alberta Chapter,Alberta,Alberta,CANADA,CANADA,2011
495245,31836,Landmark Group of Builders,Alberta,Alberta,CANADA,CANADA,2011
495245,32001,P. Kruger Concrete Products Ltd.,Alberta,Alberta,CANADA,CANADA,2011
491381,32001,P. Kruger Concrete Products Ltd.,Alberta,Alberta,CANADA,CANADA,2011
495245,31830,Urban Development Institute Greater Edmonton Chapter,Alberta,Alberta,CANADA,CANADA,2011
495245,31839,All Weather Windows,Alberta,Alberta,CANADA,CANADA,2011
490423,31612,TLJ Engineering Consultants,Alberta,Alberta,CANADA,CANADA,2011
495245,32644,Northern Crane Services Group Ltd.,Alberta,Alberta,CANADA,CANADA,2011
495245,33332,Wilbert Kranservice GmbH,,,GERMANY,ALLEMAGNE,2011
495245,31609,Integrated Management & Realty Ltd,Alberta,Alberta,CANADA,CANADA,2011
490423,31609,Integrated Management & Realty Ltd,Alberta,Alberta,CANADA,CANADA,2011
495245,31610,Cormode & Dickson Construction (1983) Ltd.,Alberta,Alberta,CANADA,CANADA,2011
490423,31610,Cormode & Dickson Construction (1983) Ltd.,Alberta,Alberta,CANADA,CANADA,2011
490423,31611,Hydraft Development Services Inc.,Alberta,Alberta,CANADA,CANADA,2011
495245,29789,IGLOO Building Supplies Group,Alberta,Alberta,CANADA,CANADA,2011
491303,29353,Government of Alberta,Alberta,Alberta,CANADA,CANADA,2011
495245,31831,Modular Building Institute,,,UNITED STATES,…TATS-UNIS,2011
484772,29300,PCL Industrial Management Inc,Alberta,Alberta,CANADA,CANADA,2011
483110,8987,Standard Aero Ltd.,Manitoba,Manitoba,CANADA,CANADA,2011
495180,32539,Kat Film Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
495184,32639,True Player Gear Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
494711,31850,RDG2 Technologies Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
479685,2559,General Motors of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
495170,16131,Cytec Canada Inc.,Ontario,Ontario,CANADA,CANADA,2011
496298,33380,Windsor Mold Inc.,Ontario,Ontario,CANADA,CANADA,2011
484648,10570,Automation Tooling Systems Inc.,Ontario,Ontario,CANADA,CANADA,2011
484648,6021,National Research Council of Canada,Ontario,Ontario,CANADA,CANADA,2011
484648,2396,Canada Centre for Mineral and Energy Technology,Alberta,Alberta,CANADA,CANADA,2011
484648,27,McMaster University,Ontario,Ontario,CANADA,CANADA,2011
484648,29907,ASCO Aerospace Canada Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
484648,15286,Bombardier Aerospace,QuÈbec,QuÈbec,CANADA,CANADA,2011
479691,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
484648,6787,Pratt & Whitney Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
484648,29458,Origin International Inc.,Ontario,Ontario,CANADA,CANADA,2011
484648,29417,Memex Automation Inc.,Ontario,Ontario,CANADA,CANADA,2011
484648,29908,Promation Engineering Ltd,Ontario,Ontario,CANADA,CANADA,2011
484648,9424,Sensor Technology Ltd,Ontario,Ontario,CANADA,CANADA,2011
484648,31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2011
484648,64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2011
495381,6019,Xerox Research Centre of Canada,Ontario,Ontario,CANADA,CANADA,2011
494884,4740,Ballard Power Systems Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
485304,29127,Advanced Micro Devices,Ontario,Ontario,CANADA,CANADA,2011
494620,28625,Hatch Ltd.,Ontario,Ontario,CANADA,CANADA,2011
487483,6603,Martec Limited,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2011
487483,30487,"Fauske & Associates, LLC",Illinois,Illinois,UNITED STATES,…TATS-UNIS,2011
487483,23756,Professional Loss Control,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
485018,2402,IBM Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
490836,6278,Domtar Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
484952,29481,Kingfisher International Inc.,Ontario,Ontario,CANADA,CANADA,2011
484952,22924,CanCog Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2011
484952,17229,Bioniche Life Sciences Inc.,Ontario,Ontario,CANADA,CANADA,2011
486211,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2011
486211,23230,"MinistËre du DÈveloppement durable, de l'Environnement et des Parcs",QuÈbec,QuÈbec,CANADA,CANADA,2011
484157,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2011
484157,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
495994,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
485065,10435,Dairy Farmers of Ontario,Ontario,Ontario,CANADA,CANADA,2011
485065,6396,Kraft Canada Inc.,Ontario,Ontario,CANADA,CANADA,2011
494522,19731,Altera Toronto Technology Center,Ontario,Ontario,CANADA,CANADA,2011
491523,31248,Cogmation Robotics,Manitoba,Manitoba,CANADA,CANADA,2011
491531,32187,Class 1 Inc.,Ontario,Ontario,CANADA,CANADA,2011
492840,32377,Redragon Oil & Gas Systems International Inc.,Ontario,Ontario,CANADA,CANADA,2011
496512,33534,Subc Control Ltd,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2011
482585,22892,Calgon Carbon Corporation,Ontario,Ontario,CANADA,CANADA,2011
482585,25500,Peterborough Utilities Services Inc.,Ontario,Ontario,CANADA,CANADA,2011
482585,25501,Town of Parry Sound,Ontario,Ontario,CANADA,CANADA,2011
482585,31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2011
482585,24071,Pathogen Detection Systems Inc.,Ontario,Ontario,CANADA,CANADA,2011
482585,5439,Hydromantis Inc.,Ontario,Ontario,CANADA,CANADA,2011
482585,10352,City of Toronto,Ontario,Ontario,CANADA,CANADA,2011
482585,25499,The Regional Municipality of Halton,Ontario,Ontario,CANADA,CANADA,2011
482585,24988,Environmental Biodetection Products Inc.,Ontario,Ontario,CANADA,CANADA,2011
482585,7056,GE Zenon ULC,Ontario,Ontario,CANADA,CANADA,2011
492842,32380,3D Bold 6925839 Canada Inc.,Ontario,Ontario,CANADA,CANADA,2011
484210,2559,General Motors of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
484210,2559,General Motors of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
494950,30733,EcoVu Analytics Inc.,Ontario,Ontario,CANADA,CANADA,2011
491019,31928,Penguin Engineering Systems Inc.,Ontario,Ontario,CANADA,CANADA,2011
488343,4148,CAMECO Corp,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
494922,32166,Peregrine Diamonds Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
494844,32495,Meeker's Aquaculture,Ontario,Ontario,CANADA,CANADA,2011
495101,32612,Bio-Share International Ltd.,Ontario,Ontario,CANADA,CANADA,2011
490537,22503,NeuroRx Research,QuÈbec,QuÈbec,CANADA,CANADA,2011
496173,33171,Jintronix Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
484618,29331,OSEMI Canada Inc,QuÈbec,QuÈbec,CANADA,CANADA,2011
494605,14994,5N Plus Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
487816,17229,Bioniche Life Sciences Inc.,Ontario,Ontario,CANADA,CANADA,2011
490534,5100,J.D. Irving Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
490436,31620,Goldak Technologies Inc.,Ontario,Ontario,CANADA,CANADA,2011
495379,32753,Akendi Inc.,Ontario,Ontario,CANADA,CANADA,2011
490825,31852,Green Condition Monitoring Technology,Ontario,Ontario,CANADA,CANADA,2011
496412,33476,Advanced Mobility Products Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
484592,6019,Xerox Research Centre of Canada,Ontario,Ontario,CANADA,CANADA,2011
496392,3763,Magna International Inc.,Ontario,Ontario,CANADA,CANADA,2011
494901,32520,2062532 Ontario Inc.,Ontario,Ontario,CANADA,CANADA,2011
496518,33539,Lamda Guard Canada Inc.,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
487814,14539,Newmont Mining Corporation of Canada Ltd.,Ontario,Ontario,CANADA,CANADA,2011
496393,27804,Xstrata Process Support,Ontario,Ontario,CANADA,CANADA,2011
490985,9460,Barrick Gold Corporation,Ontario,Ontario,CANADA,CANADA,2011
496393,6568,SNC - Lavalin Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
487335,6278,Domtar Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
487335,33118,Eacom Timber Corporation,QuÈbec,QuÈbec,CANADA,CANADA,2011
487335,6482,Tembec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
487335,29112,AECOM,Ontario,Ontario,CANADA,CANADA,2011
491009,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,17128,Venmar CES Inc.,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
491009,4225,Gaz MÈtropolitain Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,31920,Alouette Homes,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,6351,Saskatchewan Research Council,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
491009,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2011
491009,9929,SaskEnergy Inc.,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
491009,17015,City of Saskatoon,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
491009,22172,Canlyte Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,31712,Kott Group,Ontario,Ontario,CANADA,CANADA,2011
491009,29551,Pivotry Consulting Group Inc.,Ontario,Ontario,CANADA,CANADA,2011
491009,27628,Unicel Architectural Corp,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,17482,TRCA,Ontario,Ontario,CANADA,CANADA,2011
491009,30593,Canadian Solar Solutions Inc.,Ontario,Ontario,CANADA,CANADA,2011
491009,24973,Thermal Electronics Corp.,Ontario,Ontario,CANADA,CANADA,2011
491009,27515,Martin Roy et AssociÈs,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,27749,Regulvar,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,10836,Halsall Associates Limited,Ontario,Ontario,CANADA,CANADA,2011
491009,14648,Arise Technologies Corporation,Ontario,Ontario,CANADA,CANADA,2011
491009,17722,Pageau Morel & associÈs Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
491009,2513,Canada Mortgage and Housing Corporation,Ontario,Ontario,CANADA,CANADA,2011
483434,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2011
490851,13117,Ontario Power Generation Inc.,Ontario,Ontario,CANADA,CANADA,2011
494592,30439,Inversa Systems Ltd,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
479684,6697,Rio Algom Limited,Ontario,Ontario,CANADA,CANADA,2011
479684,9460,Barrick Gold Corporation,Ontario,Ontario,CANADA,CANADA,2011
479684,5093,Agnico-Eagle Mines Ltd,Ontario,Ontario,CANADA,CANADA,2011
479684,6498,SNC - Lavalin Group Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
479684,6615,QIT-Fer et Titane inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
479684,6417,Golder Associates Ltd (CAN),Ontario,Ontario,CANADA,CANADA,2011
479684,6705,Noranda Inc.,Ontario,Ontario,CANADA,CANADA,2011
482544,2225,HÙpital Sainte-Justine,QuÈbec,QuÈbec,CANADA,CANADA,2011
482543,2225,HÙpital Sainte-Justine,QuÈbec,QuÈbec,CANADA,CANADA,2011
484865,27827,OrthËse-ProthËse Rive-Sud Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
484865,27829,Lagarrigue Aquitaine SARL,,,FRANCE,FRANCE,2011
494903,32525,Dental GPS,QuÈbec,QuÈbec,CANADA,CANADA,2011
484865,27824,Boston Brace International Inc,Massachusetts,Massachusetts,UNITED STATES,…TATS-UNIS,2011
482543,6609,Medtronic of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
482544,6609,Medtronic of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
491562,32114,Therapure Biopharma Inc.,Ontario,Ontario,CANADA,CANADA,2011
483412,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2011
483438,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2011
496452,30687,Communauto Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
490797,4664,Western Grains Research Foundation,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
488173,4148,CAMECO Corp,Saskatchewan,Saskatchewan,CANADA,CANADA,2011
487481,7375,EXFO Electro-Optical Engineering,QuÈbec,QuÈbec,CANADA,CANADA,2011
487481,6210,Industry Canada,Ontario,Ontario,CANADA,CANADA,2011
495516,31966,Terahertz Technology Solutions,Ontario,Ontario,CANADA,CANADA,2011
484595,2373,Dalsa Corporation,Ontario,Ontario,CANADA,CANADA,2011
495534,16040,Schlumberger Canada Limited,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2011
495534,30749,Alberta Innovates - Energy & Env Solutions,Alberta,Alberta,CANADA,CANADA,2011
495534,31505,Apex Engineering Inc.,Alberta,Alberta,CANADA,CANADA,2011
495534,4181,Suncor Energy Inc.,Alberta,Alberta,CANADA,CANADA,2011
495534,11008,Sherritt International Corporation,Ontario,Ontario,CANADA,CANADA,2011
485025,17851,Husky Energy Inc.,Alberta,Alberta,CANADA,CANADA,2011
495534,16449,Canadian Natural Resources Limited,Alberta,Alberta,CANADA,CANADA,2011
485024,27099,Laricina Energy Ltd,Alberta,Alberta,CANADA,CANADA,2011
495534,31504,Petrobank Energy and Resources Ltd,Alberta,Alberta,CANADA,CANADA,2011
495011,6374,Social Sciences and Humanities Research Council,Ontario,Ontario,CANADA,CANADA,2011
485048,17382,Dalsa Semiconductor,QuÈbec,QuÈbec,CANADA,CANADA,2011
487577,32355,Teledyne Dalsa,Ontario,Ontario,CANADA,CANADA,2011
483373,5994,Bell Canada,Ontario,Ontario,CANADA,CANADA,2011
483373,32406,MyVoice Inc.,Ontario,Ontario,CANADA,CANADA,2011
483373,30275,Google Canada,Ontario,Ontario,CANADA,CANADA,2011
495487,32789,SideBuy Technologies Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
495581,21688,Alpha Technologies Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
487854,30385,Future Vehicle Technologies Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
495003,30451,Unity Integration Corporation,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
495237,2653,PBR Laboratories Inc.,Alberta,Alberta,CANADA,CANADA,2011
496227,14710,Innovative Magnetic Resonance Imaging Systems Inc.,Manitoba,Manitoba,CANADA,CANADA,2011
488193,6323,Imperial Oil Resources Ltd,Alberta,Alberta,CANADA,CANADA,2011
488193,25108,Total E&P Canada Ltd.,Alberta,Alberta,CANADA,CANADA,2011
488193,16449,Canadian Natural Resources Limited,Alberta,Alberta,CANADA,CANADA,2011
488193,4181,Suncor Energy Inc.,Alberta,Alberta,CANADA,CANADA,2011
488193,6818,Shell Canada Ltd,Alberta,Alberta,CANADA,CANADA,2011
488193,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2011
487226,30784,Conseil pour le dÈv. de l'agri. du QC.,QuÈbec,QuÈbec,CANADA,CANADA,2011
487226,30482,Couvoir Scott Ltee,QuÈbec,QuÈbec,CANADA,CANADA,2011
487226,27656,Centre de recherche en sciences animales de Deschambault,QuÈbec,QuÈbec,CANADA,CANADA,2011
487226,6559,Lallemand Inc.,Ontario,Ontario,CANADA,CANADA,2011
487226,31615,Incobec,QuÈbec,QuÈbec,CANADA,CANADA,2011
495494,6435,H J Heinz Co of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2011
494900,32518,Stratus Plastics International Inc.,Ontario,Ontario,CANADA,CANADA,2011
494876,32182,Motor Coach Industries,Manitoba,Manitoba,CANADA,CANADA,2011
494543,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2011
496312,9953,Chipworks Inc.,Ontario,Ontario,CANADA,CANADA,2011
496014,33562,West Kirkland Mining Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
484958,29371,SiliconPro Inc,Ontario,Ontario,CANADA,CANADA,2011
487691,4560,Tricon Concrete Finishing Co Ltd,Ontario,Ontario,CANADA,CANADA,2011
496484,30143,Phoenix Canada Oil Company Limited,Ontario,Ontario,CANADA,CANADA,2011
496411,33472,Lamko Tool & Mold Inc.,Ontario,Ontario,CANADA,CANADA,2011
494684,25100,Alcoa Canada ltÈe,QuÈbec,QuÈbec,CANADA,CANADA,2011
487621,27518,Vale Inco,Ontario,Ontario,CANADA,CANADA,2011
487621,25441,Xstrata Nickel,Ontario,Ontario,CANADA,CANADA,2011
481862,4069,Ville de Laval,QuÈbec,QuÈbec,CANADA,CANADA,2011
481862,5091,Ville de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2011
481862,2486,John Meunier Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2011
496307,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2011
488014,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2011
488014,27057,"MacDonald, Dettwiler and Associates Inc.",Ontario,Ontario,CANADA,CANADA,2011
491016,31931,General Liquids Canada Ltd.,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2011
491516,32190,Industrial Cold Milling,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2011
491781,5627,Alltech Inc.,Ontario,Ontario,CANADA,CANADA,2011
494891,32516,3CE,QuÈbec,QuÈbec,CANADA,CANADA,2011
484868,29358,Allen Vanguard Technologies Inc,Ontario,Ontario,CANADA,CANADA,2011
484988,11908,Radical Entertainment Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
484988,24663,Autodesk Canada Inc,QuÈbec,QuÈbec,CANADA,CANADA,2011
495615,16120,Hydrogenics Corporation,Ontario,Ontario,CANADA,CANADA,2011
487502,29202,Stanton Farms,Ontario,Ontario,CANADA,CANADA,2011
496426,33486,MS Filter Systems Inc.,Ontario,Ontario,CANADA,CANADA,2011
482636,8970,Corner Brook Pulp and Paper Ltd,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2011
482636,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2011
482636,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2011
482636,5203,SociÈtÈ de protection des forÍts contre les insectes et les maladies,QuÈbec,QuÈbec,CANADA,CANADA,2011
482636,22019,Quebec Forest Industry Council,QuÈbec,QuÈbec,CANADA,CANADA,2011
496510,31049,4483596 Canada Inc,Ontario,Ontario,CANADA,CANADA,2011
488157,27717,Automotive Fuel Cell Cooperation,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
486894,30171,Total,,,FRANCE,FRANCE,2011
488315,25320,ACME Analytical Laboratories Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
486205,30175,Overburden Drilling Management Limited,Ontario,Ontario,CANADA,CANADA,2011
484664,29264,Vale Exploration Canada Inc,Ontario,Ontario,CANADA,CANADA,2011
484664,2178,Geological Survey of Canada,Ontario,Ontario,CANADA,CANADA,2011
486205,17220,Teck Cominco Limited,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
484664,29263,Divex,QuÈbec,QuÈbec,CANADA,CANADA,2011
